SCHEDULE.aid  AIRCRAFTS.aid  AIRCRAFTS.aname  
2	2	346	
19	19	381	
46	46	441	
55	55	77	
56	56	403	
57	57	87	
58	58	498	
59	59	150	
68	68	242	
72	72	327	
74	74	480	
79	79	110	
90	90	392	
121	121	142	
122	122	298	
126	126	230	
131	131	158	
141	141	310	
144	144	15	
153	153	260	
157	157	356	
169	169	17	
170	170	309	
184	184	91	
186	186	139	
200	200	68	
209	209	8	
216	216	44	
238	238	134	
258	258	282	
275	275	398	
285	285	478	
289	289	397	
291	291	260	
305	305	419	
354	354	75	
358	358	77	
367	367	34	
411	411	358	
424	424	250	
425	425	438	
435	435	367	
451	451	246	
455	455	297	
460	460	294	
461	461	7	
467	467	342	
471	471	393	
487	487	60	
490	490	376	
491	491	197	
508	508	310	
532	532	34	
536	536	452	
539	539	445	
546	546	346	
554	554	88	
562	562	487	
585	585	10	
591	591	277	
598	598	436	
604	604	43	
626	626	54	
627	627	222	
639	639	2	
646	646	181	
649	649	253	
655	655	181	
657	657	8	
661	661	485	
681	681	471	
692	692	222	
721	721	228	
726	726	276	
728	728	258	
742	742	369	
763	763	187	
786	786	276	
789	789	431	
799	799	247	
837	837	137	
869	869	262	
870	870	469	
890	890	462	
918	918	364	
922	922	194	
928	928	38	
935	935	376	
946	946	2	
967	967	206	
979	979	294	
1003	1003	79	
1006	1006	44	
1016	1016	265	
1017	1017	397	
1020	1020	160	
1034	1034	199	
1036	1036	128	
1037	1037	288	
1042	1042	435	
1043	1043	145	
1067	1067	126	
1073	1073	398	
1084	1084	66	
1108	1108	453	
1142	1142	192	
1150	1150	416	
1158	1158	491	
1160	1160	261	
1161	1161	316	
1174	1174	209	
1177	1177	312	
1193	1193	299	
1194	1194	314	
1195	1195	269	
1201	1201	456	
1215	1215	186	
1226	1226	284	
1229	1229	163	
1258	1258	172	
1262	1262	63	
1266	1266	261	
1270	1270	174	
1279	1279	300	
1281	1281	236	
1289	1289	341	
1302	1302	277	
1304	1304	338	
1316	1316	297	
1318	1318	475	
1361	1361	112	
1387	1387	238	
1389	1389	36	
1395	1395	32	
1402	1402	106	
1421	1421	474	
1423	1423	182	
1428	1428	93	
1452	1452	187	
1464	1464	441	
1483	1483	285	
1517	1517	180	
1518	1518	403	
1521	1521	197	
1536	1536	411	
1588	1588	301	
1589	1589	395	
1606	1606	373	
1630	1630	10	
1632	1632	78	
1640	1640	387	
1646	1646	113	
1649	1649	370	
1652	1652	65	
1661	1661	56	
1679	1679	443	
1681	1681	301	
1684	1684	393	
1686	1686	236	
1710	1710	315	
1718	1718	8	
1725	1725	169	
1739	1739	295	
1744	1744	101	
1753	1753	418	
1756	1756	390	
1757	1757	19	
1760	1760	191	
1765	1765	353	
1770	1770	20	
1784	1784	37	
1790	1790	462	
1795	1795	379	
1813	1813	423	
1822	1822	52	
1831	1831	93	
1840	1840	286	
1846	1846	454	
1863	1863	192	
1865	1865	496	
1874	1874	325	
1880	1880	42	
1893	1893	50	
1901	1901	351	
1902	1902	206	
1903	1903	93	
1917	1917	47	
1919	1919	382	
1940	1940	139	
1969	1969	128	
1997	1997	313	
2021	2021	36	
2028	2028	83	
2034	2034	23	
2043	2043	27	
2048	2048	206	
2053	2053	36	
2054	2054	155	
2058	2058	482	
2075	2075	403	
2096	2096	155	
2098	2098	292	
2100	2100	288	
2101	2101	421	
2102	2102	73	
2107	2107	448	
2114	2114	178	
2115	2115	315	
2116	2116	492	
2135	2135	94	
2157	2157	173	
2169	2169	411	
2198	2198	434	
2200	2200	428	
2201	2201	24	
2209	2209	88	
2223	2223	220	
2225	2225	296	
2254	2254	460	
2277	2277	57	
2312	2312	165	
2313	2313	101	
2318	2318	274	
2321	2321	484	
2337	2337	1	
2339	2339	12	
2342	2342	369	
2346	2346	26	
2357	2357	200	
2360	2360	367	
2366	2366	413	
2367	2367	105	
2404	2404	414	
2408	2408	395	
2413	2413	162	
2420	2420	53	
2430	2430	49	
2431	2431	138	
2434	2434	212	
2443	2443	9	
2463	2463	14	
2464	2464	410	
2466	2466	322	
2476	2476	184	
2485	2485	183	
2493	2493	137	
2506	2506	498	
2521	2521	471	
2523	2523	425	
2528	2528	5	
2539	2539	21	
2542	2542	424	
2547	2547	358	
2555	2555	78	
2557	2557	350	
2580	2580	462	
2585	2585	267	
2591	2591	135	
2594	2594	290	
2612	2612	435	
2614	2614	236	
2620	2620	329	
2621	2621	375	
2622	2622	163	
2625	2625	12	
2634	2634	249	
2652	2652	212	
2656	2656	419	
2659	2659	417	
2665	2665	333	
2685	2685	380	
2725	2725	443	
2728	2728	468	
2736	2736	377	
2757	2757	342	
2778	2778	318	
2792	2792	97	
2803	2803	445	
2814	2814	104	
2829	2829	170	
2845	2845	276	
2863	2863	28	
2881	2881	151	
2882	2882	103	
2885	2885	423	
2898	2898	109	
2906	2906	466	
2910	2910	92	
2913	2913	291	
2916	2916	416	
2918	2918	423	
2927	2927	246	
2936	2936	2	
2941	2941	188	
2962	2962	43	
2964	2964	401	
2974	2974	327	
2977	2977	88	
2984	2984	227	
2988	2988	300	
2998	2998	215	
3006	3006	426	
3015	3015	453	
3021	3021	62	
3027	3027	78	
3028	3028	246	
3036	3036	334	
3040	3040	9	
3051	3051	412	
3055	3055	147	
3082	3082	223	
3086	3086	460	
3114	3114	112	
3127	3127	424	
3128	3128	409	
3155	3155	465	
3158	3158	74	
