31342	49615	
29276	7687	
1922	14943	
46986	8693	
15741	42696	
46999	3714	
16832	19095	
10834	32389	
29007	42988	
29169	31788	
45109	20535	
5701	45409	
4433	34350	
27884	22539	
25615	15260	
15903	36596	
2289	17577	
35772	32450	
45083	16050	
1070	837	
12015	14485	
12792	33196	
41453	29756	
38705	32212	
29484	7747	
9864	48445	
27846	35255	
4329	1195	
35053	34317	
1688	34502	
19771	15501	
47226	28046	
49704	18553	
32548	40544	
37701	38029	
40059	37469	
773	1765	
3610	925	
49979	26277	
2033	46223	
5933	29353	
21770	6379	
21448	40442	
8456	36279	
6014	4938	
29768	31138	
38027	48428	
21961	10960	
47926	1043	
11352	36691	
10082	46597	
20724	9426	
15523	35835	
41793	37017	
7725	14056	
32840	43068	
46552	46707	
9979	33657	
33681	2371	
45381	8153	
23626	25543	
19360	32691	
32210	43151	
46945	27918	
37119	36986	
18494	41120	
4743	21869	
33535	6711	
47037	45164	
33330	42883	
24121	30152	
13192	11599	
33185	7173	
2222	35722	
47459	1367	
45462	4150	
23589	31257	
46819	47388	
37715	13241	
25716	16618	
33751	49299	
49159	23403	
26103	49880	
24847	17681	
17656	27115	
5792	23681	
20577	17353	
40887	45546	
40498	23655	
6308	34947	
39176	28222	
36706	6769	
25091	38150	
7027	7155	
49134	13079	
35386	47667	
40274	2713	
1368	4439	
28764	1576	
41059	31287	
11342	21632	
15941	35498	
45839	41992	
32356	27545	
47903	10827	
24329	43301	
7708	38081	
351	4292	
37210	3356	
44746	2998	
12690	34606	
17938	13926	
7002	20664	
48794	36988	
6253	47901	
4497	21743	
43142	44198	
47493	19879	
7918	16414	
26879	2801	
24896	41805	
14126	22812	
21637	15859	
6163	45521	
22242	36874	
47079	16175	
23850	27221	
30292	24016	
71	48999	
7768	37501	
37972	7600	
42178	21066	
49237	40675	
862	24827	
33167	48175	
34023	29128	
16434	23448	
24814	25897	
2599	898	
21708	2814	
4531	36556	
41796	34984	
21129	20279	
40305	14840	
21387	8146	
48079	17633	
49952	6083	
38406	5420	
18993	48788	
36817	12136	
25006	11176	
35357	48332	
5582	45593	
43869	36219	
32003	22383	
19834	195	
1308	40222	
34599	43570	
45684	17853	
42130	37925	
21863	49038	
13143	7566	
36757	23231	
12367	32913	
31791	36780	
40389	21691	
11695	13455	
26713	17072	
12148	14022	
14318	36320	
458	44318	
2110	43860	
7256	24241	
34093	44443	
40099	45690	
42042	14332	
15152	30049	
14818	30775	
17319	48711	
3119	16668	
20691	45167	
27662	9447	
45606	8503	
7406	13447	
38489	4642	
30980	9082	
29456	8276	
5676	21943	
16108	30761	
21322	4023	
38091	48834	
14510	608	
40122	27229	
2229	30640	
43722	16576	
40700	36962	
25744	11713	
49744	48080	
49462	33589	
38129	21910	
48304	26915	
43397	40734	
5609	6740	
4312	40478	
46636	30874	
12609	39530	
29406	14106	
44336	22599	
21272	9799	
2244	16973	
49554	36973	
17497	49095	
47083	47414	
34126	29963	
41829	22380	
43189	42384	
32110	24524	
40579	41729	
43865	40771	
41287	39885	
41162	47128	
17639	39352	
5009	45429	
22566	2562	
9310	45172	
20435	36642	
29795	25282	
17082	17519	
9847	18354	
25757	32202	
6630	19313	
3774	2923	
4598	31217	
24262	30212	
12356	22332	
24026	48717	
40247	32624	
982	3689	
31000	8099	
29928	1569	
12758	35541	
4451	16385	
47540	8676	
32509	31833	
12681	7073	
6643	35005	
27783	39728	
44761	2748	
17973	26281	
47441	36638	
22203	14347	
8118	10743	
938	17936	
13879	31784	
14246	11308	
45483	6101	
31906	9135	
20693	736	
710	954	
36741	49204	
34526	12078	
47336	24718	
46562	13168	
32926	15830	
46286	42808	
35446	33820	
35869	6121	
33016	32396	
22263	42587	
8958	14212	
24868	24180	
49072	4797	
48619	33125	
17195	37460	
41004	44192	
765	31405	
48455	7752	
15679	2845	
39095	38849	
39247	1686	
48302	17062	
45097	24176	
24509	36409	
14690	4514	
7904	27636	
33825	38735	
9893	24351	
4379	25597	
35463	27995	
7337	10450	
47051	39867	
8375	34951	
47078	322	
28555	41550	
38185	32727	
13488	16672	
41066	4277	
24655	23599	
21136	38751	
7241	30346	
13835	27521	
32051	30591	
10349	9313	
20047	13722	
17545	47124	
30915	14764	
47463	18717	
7240	47367	
24864	42513	
19552	10661	
36396	49974	
14309	14585	
5990	49994	
38378	46253	
19737	36351	
3953	19322	
26826	7476	
45369	1174	
22545	36271	
41408	12936	
28980	29014	
2029	48039	
33250	23437	
21315	40128	
4986	1193	
12243	9815	
30085	13075	
27409	10180	
1478	35768	
32320	22638	
33566	34573	
49094	20690	
7937	3557	
13562	18484	
25820	19492	
45834	9902	
23827	2763	
3826	27116	
26621	4199	
22358	3982	
182	918	
27128	43841	
41609	12630	
37950	5653	
33172	19783	
32414	11231	
33346	32033	
5975	24222	
39133	36558	
3723	6812	
