10687	50	1549	
11477	29	1618	
19339	77	911	
744	381	14	
8019	350	2239	
15624	277	258	
18583	113	142	
10878	417	1155	
16375	427	2437	
14330	136	2222	
3708	257	626	
8947	457	1587	
6922	466	463	
16612	204	152	
14833	339	401	
17774	333	1315	
1217	86	1234	
6473	4	2383	
1044	205	2160	
8367	186	61	
4276	300	392	
6714	145	3	
18795	222	2498	
15109	323	1489	
9773	349	408	
12097	345	1047	
9184	136	1175	
12035	248	1828	
16694	414	1710	
5249	279	1978	
9792	123	109	
4089	448	1596	
14566	491	2151	
5346	296	653	
8951	106	263	
5190	125	1488	
7120	81	669	
14163	262	1202	
12723	1	332	
1746	494	2332	
1680	203	2226	
16912	148	629	
8250	117	2107	
15106	221	1110	
19227	280	1856	
2796	297	612	
1873	397	70	
844	30	2412	
1610	78	864	
9809	102	1197	
19764	498	1432	
5106	45	2370	
17515	159	1508	
6667	44	1440	
7604	59	985	
15346	72	2239	
140	473	472	
16299	263	2415	
10681	255	2392	
7363	106	2436	
10700	265	2344	
4208	450	711	
4252	258	367	
10181	232	1753	
16328	405	437	
9672	400	681	
16137	316	735	
15831	225	39	
2055	24	2313	
13692	239	126	
12759	81	1034	
19123	294	2136	
15851	422	877	
8211	399	1773	
15180	442	1183	
12030	371	1534	
5469	400	1158	
7829	206	221	
377	113	766	
17441	74	748	
10332	410	432	
3032	56	2047	
4182	223	1510	
14108	197	1650	
12713	116	1247	
14784	262	890	
3	284	1532	
17986	159	779	
13908	428	264	
4624	62	816	
5961	366	1635	
19156	322	1901	
9	209	1534	
7728	284	855	
14722	468	881	
17590	326	1168	
4081	333	1751	
6301	480	2468	
8451	154	2346	
6481	348	208	
18477	387	2024	
15301	58	1368	
10663	423	1064	
10654	323	2008	
10611	89	525	
13303	158	1739	
2008	302	1920	
5432	106	1860	
1929	173	1695	
14903	225	749	
19639	128	1144	
1572	141	194	
3613	136	1074	
1156	381	160	
11552	498	727	
6788	335	1052	
2357	479	930	
3663	386	2237	
10258	13	1711	
16382	349	84	
12201	164	970	
16546	452	2461	
4053	196	562	
10647	144	89	
4344	473	1695	
787	402	887	
19485	397	1859	
6255	140	1179	
5887	104	823	
15436	352	1700	
18323	253	1968	
10625	367	776	
7181	68	2466	
6048	185	1318	
316	91	1573	
1953	390	266	
6780	247	1134	
52	324	1618	
2169	143	823	
14841	424	252	
8929	394	1331	
1167	88	2061	
14806	184	2047	
2888	210	1533	
10220	233	2362	
1096	279	1322	
487	239	735	
16288	147	619	
8499	428	1459	
17874	27	1391	
14517	339	1114	
356	359	1885	
18032	419	418	
5871	301	1481	
2847	335	805	
2851	164	1829	
3540	9	1796	
4823	481	2470	
13860	455	1698	
11965	365	1085	
7482	310	2359	
1867	147	1974	
14853	468	1189	
15289	372	993	
11877	171	107	
16803	355	478	
15023	486	1346	
647	324	865	
14573	256	156	
14552	267	1977	
15775	83	700	
11840	238	986	
19164	56	1996	
7383	202	1281	
12007	22	1805	
2206	124	1000	
4446	475	1570	
16394	185	1755	
854	362	871	
7682	175	694	
3935	401	1865	
19917	394	1655	
4349	458	1188	
18538	275	42	
12247	43	1276	
1042	258	39	
7444	243	347	
6485	211	583	
14087	29	2492	
4505	164	686	
18498	137	1981	
15867	391	857	
17583	235	1788	
10072	332	1261	
2372	106	2052	
9556	107	1797	
4863	213	1853	
4459	489	1666	
12878	176	1154	
5869	221	1171	
1779	90	145	
13377	155	217	
1526	438	1979	
17450	188	988	
4420	196	2086	
16266	465	1888	
1366	198	121	
3428	309	2420	
2240	70	808	
1512	308	307	
11544	279	156	
262	51	1977	
803	226	656	
8953	418	958	
4821	262	967	
6446	53	891	
17895	235	252	
13959	209	1304	
8639	23	2025	
13894	16	1873	
3775	84	1179	
5909	279	580	
8677	339	1010	
966	490	1244	
5161	331	142	
11662	419	385	
17628	168	669	
10032	311	2035	
1641	377	854	
11123	447	1062	
6979	241	231	
3566	345	586	
5753	354	218	
10377	428	1438	
14696	183	239	
403	156	252	
15110	433	1321	
1125	304	388	
2319	413	509	
11443	188	921	
19038	42	1377	
14525	434	1263	
5850	297	625	
2920	471	145	
781	184	810	
3029	432	1308	
13866	472	1877	
8396	447	1783	
17486	198	1421	
3050	431	635	
6476	216	2234	
5141	117	2094	
1222	290	1958	
8518	192	2340	
2391	65	472	
14329	237	1050	
8885	278	2253	
2985	3	2327	
18426	69	2285	
8231	269	1039	
13325	195	2173	
10841	272	1128	
8219	102	1144	
11079	329	2250	
16268	108	2047	
14702	30	858	
14755	271	1144	
11574	484	933	
12942	383	2246	
3812	17	1875	
16798	458	1000	
2729	313	2371	
18051	499	1256	
4710	64	2430	
4518	149	1943	
15684	230	1700	
1991	442	2473	
1371	251	2404	
1448	134	1040	
12735	87	1459	
4280	42	2485	
14424	420	668	
15463	422	1031	
11549	136	1294	
