24363	44209	
22631	9370	
7978	36047	
22622	33672	
25850	14356	
44490	2439	
2350	7141	
816	2242	
520	14100	
32336	42362	
15148	28443	
43659	33727	
15348	5909	
27987	15037	
125	3546	
46506	26533	
39822	36437	
5484	6023	
45112	41348	
16169	43993	
7913	43420	
11418	34471	
15451	48726	
6965	37175	
47721	28761	
34076	11559	
226	27461	
22063	18837	
39878	17129	
7954	33963	
5421	29858	
681	18854	
12135	45249	
36111	11665	
31486	47304	
8838	5123	
11911	22160	
18425	46593	
27768	7274	
11758	29825	
21123	10496	
25991	15100	
40289	28807	
11127	12319	
6746	5940	
13201	29807	
40752	32312	
34364	38854	
19451	49897	
13540	11966	
21471	158	
38058	42121	
42281	20486	
33195	11339	
43241	19942	
47774	42196	
47450	9838	
28838	24334	
32364	8566	
38503	39967	
1523	46266	
8054	24811	
27064	49743	
47513	1226	
40045	6961	
22078	20593	
8926	4746	
12104	2720	
43859	33089	
23379	34328	
34	35949	
46361	40246	
38481	5045	
7325	12576	
9273	13941	
31604	9306	
9894	8719	
26835	46261	
5179	11851	
35780	20566	
35378	38956	
40274	29167	
28321	46865	
12948	1340	
15224	45317	
599	40891	
6535	13924	
19027	41385	
26413	38618	
26255	245	
2859	17001	
12817	3172	
25558	47606	
45358	24288	
7915	36433	
14703	37021	
20382	32512	
8628	18250	
30939	5671	
37539	37632	
44733	38725	
26889	5739	
49532	49134	
11777	31089	
19937	6305	
1746	48307	
14854	32197	
35826	31312	
19032	47589	
25081	800	
8014	20500	
23296	12772	
12804	8063	
36248	15240	
5984	18062	
30967	25713	
13893	40711	
10014	36665	
1925	18351	
24214	31940	
15954	15581	
29592	16686	
41917	3005	
39451	31827	
24576	22750	
27736	9594	
21095	7673	
28714	21983	
36136	14526	
49906	28699	
7587	16749	
27254	46035	
20597	30173	
43929	14826	
21799	1772	
35238	24468	
30115	45684	
7766	25704	
6422	2342	
7057	38017	
39782	18033	
40544	762	
15811	38306	
26993	18895	
12785	30149	
45945	12250	
2053	16612	
25241	18752	
23740	38112	
21763	30900	
21624	6085	
5029	33001	
48185	3360	
11430	9652	
1156	28071	
29340	31759	
27234	5062	
22152	24282	
26455	170	
13391	33021	
36988	23462	
42613	47592	
3756	16547	
22312	47899	
16137	43925	
25814	39201	
13496	11032	
44540	41607	
27103	49193	
2285	22507	
36329	15073	
4715	17168	
23332	20844	
21813	18525	
48024	44744	
13212	7557	
7235	42425	
1700	36129	
27621	39577	
42692	9097	
1110	34317	
35161	29683	
40447	43554	
1533	27154	
13340	46502	
7792	31327	
29467	39348	
31104	4949	
30945	37575	
47147	9174	
43658	45711	
4318	35227	
37370	42866	
14712	25769	
10197	12889	
6816	48095	
13800	30555	
29439	20012	
42674	49208	
34188	34813	
402	34715	
8467	19454	
4707	929	
29268	8285	
6603	32350	
31273	46338	
6532	12359	
3349	13349	
2532	7702	
2628	4527	
11912	34049	
21249	20019	
1477	7036	
7409	84	
20444	3164	
48685	40806	
18252	27034	
48798	14133	
41666	4399	
38097	33100	
2459	26546	
40090	8771	
16298	6219	
48452	33064	
45940	31171	
5974	10616	
